ID,Place (x),Knowledge (y),Action (z),ETName
6637,-0.13,0.19,-0.44,Ecoscience
6638,-0.19,0.00,0.31,Boundary
6641,-0.06,0.13,0.00,Ecoscience
6642,-0.19,-0.38,0.38,Earth Spirit
6643,0.19,0.19,0.50,Technoprogress
6644,-0.69,-0.13,0.25,Earth Spirit
6645,-0.25,-0.19,-0.13,Earth Spirit
6648,-0.06,-0.19,0.63,Earth Spirit
6649,0.13,0.00,-0.13,Boundary
6650,-0.06,-0.25,-0.19,Earth Spirit
6651,0.25,0.19,-0.31,Technoprogress
6652,-0.38,-0.13,-0.19,Earth Spirit
6657,-0.38,-0.31,0.56,Earth Spirit
6658,-0.25,0.13,0.13,Ecoscience
6659,-0.06,0.19,-0.13,Ecoscience
6662,-0.13,0.25,0.56,Ecoscience
6663,-0.63,-0.38,0.31,Earth Spirit
6664,-0.06,0.56,0.19,Ecoscience
6666,-0.25,-0.06,0.56,Earth Spirit
6667,-0.56,-0.31,0.06,Earth Spirit
6669,-0.31,0.06,-0.19,Ecoscience
6670,0.19,-0.31,1.00,Traditional Ways
6671,-0.44,-0.44,-0.13,Earth Spirit
6672,0.00,0.44,0.50,Boundary
6674,-0.38,-0.19,0.06,Earth Spirit
6676,0.13,0.00,1.00,Boundary
6677,-0.38,0.31,0.81,Ecoscience
6678,-0.69,-0.19,0.13,Earth Spirit
6679,-0.06,0.00,0.13,Boundary
6687,-0.50,-0.56,0.13,Earth Spirit
6690,0.31,-0.25,-0.19,Traditional Ways
6691,-0.19,-0.25,0.13,Earth Spirit
6692,-0.38,0.13,0.31,Ecoscience
6693,-0.75,-0.25,0.13,Earth Spirit
6694,-0.06,0.13,-0.25,Ecoscience
6695,-0.31,0.13,-0.25,Ecoscience
6696,-0.06,-0.13,-0.19,Earth Spirit
6697,-0.13,-0.44,-0.13,Earth Spirit
6698,-0.19,-0.13,-0.19,Earth Spirit
6699,-0.50,0.19,0.00,Ecoscience
6700,-0.31,0.13,-0.31,Ecoscience
6701,-0.13,-0.06,0.19,Earth Spirit
6702,-0.50,-0.63,0.69,Earth Spirit
6703,-0.06,-0.44,-0.25,Earth Spirit
6704,-0.25,-0.19,-0.50,Earth Spirit
6705,-0.63,0.38,-0.13,Ecoscience
6706,-0.69,0.06,0.31,Ecoscience
6707,-0.06,-0.13,0.00,Earth Spirit
6708,0.19,-0.06,0.38,Traditional Ways
6709,0.06,0.44,0.69,Technoprogress
6710,-0.25,0.06,-0.31,Ecoscience
6711,0.19,-0.25,-0.25,Traditional Ways
6712,-0.44,0.13,0.19,Ecoscience
6713,0.00,0.63,-0.50,Boundary
6714,-0.50,-0.06,0.88,Earth Spirit
6715,-0.06,0.75,0.81,Ecoscience
6716,-0.19,-0.25,0.25,Earth Spirit
6717,-0.44,-0.25,0.25,Earth Spirit
6719,-0.50,-0.69,-0.06,Earth Spirit
6720,-0.44,-0.31,-0.31,Earth Spirit
6721,-0.19,-0.25,-0.44,Earth Spirit
6722,0.13,0.00,-0.13,Boundary
6723,-0.13,-0.06,-0.38,Earth Spirit
6724,-0.13,-0.06,-0.06,Earth Spirit
6726,-0.25,-0.25,-0.13,Earth Spirit
6728,-0.31,0.19,0.63,Ecoscience
6729,0.06,-0.38,-0.75,Traditional Ways
6730,0.44,0.38,0.25,Technoprogress
6731,-0.31,-0.06,-0.25,Earth Spirit
6736,0.06,-0.06,-0.38,Traditional Ways
6738,-0.63,0.06,0.38,Ecoscience
6739,-0.25,-0.13,0.25,Earth Spirit
6740,-0.75,0.00,0.13,Boundary
6741,-0.25,0.00,0.06,Boundary
6746,-0.56,-0.50,0.56,Earth Spirit
6747,-0.06,-0.38,0.94,Earth Spirit
6749,0.19,-0.31,-0.31,Traditional Ways
6750,-0.06,-0.06,-0.31,Earth Spirit
6751,-0.13,0.00,-0.25,Boundary
6752,0.13,0.38,0.13,Technoprogress
6753,-0.19,-0.19,-0.25,Earth Spirit
6754,-0.44,0.00,0.13,Boundary
6757,0.06,0.56,-0.25,Technoprogress
6758,-0.06,0.00,-0.25,Boundary
6760,-0.19,0.31,0.50,Ecoscience
6761,-0.38,0.06,-0.44,Ecoscience
6762,0.19,-0.19,-0.50,Traditional Ways
6763,-0.06,-0.25,-0.31,Earth Spirit
6764,-0.13,-0.13,0.94,Earth Spirit
6765,-0.19,-0.06,0.00,Earth Spirit
6766,-0.25,-0.31,-0.06,Earth Spirit
6767,-0.63,-0.31,-0.75,Earth Spirit
6768,-0.19,0.06,-0.13,Ecoscience
6770,-0.50,0.50,0.38,Ecoscience
6771,-0.13,0.25,-0.13,Ecoscience
6773,0.13,0.00,-0.25,Boundary
6774,-0.56,-0.31,0.50,Earth Spirit
6775,-0.13,-0.06,-0.13,Earth Spirit
6776,-0.69,-0.50,-0.13,Earth Spirit
6777,-0.31,0.44,0.06,Ecoscience
6778,0.13,0.00,0.19,Boundary
6779,-0.38,-0.44,0.88,Earth Spirit
6780,0.19,0.00,0.06,Boundary
6781,-0.81,0.44,0.19,Ecoscience
6784,0.00,-0.06,-0.13,Boundary
6786,-0.63,-0.06,-0.13,Earth Spirit
6787,-0.13,0.06,0.13,Ecoscience
6788,-0.50,0.00,0.13,Boundary
6790,0.19,0.19,0.06,Technoprogress
6791,0.13,0.13,0.13,Technoprogress
6794,-0.38,-0.50,-0.63,Earth Spirit
6797,-0.44,0.13,0.19,Ecoscience
6799,-0.38,-0.19,0.00,Earth Spirit
6800,-0.56,0.19,0.25,Ecoscience
6802,-0.31,0.00,-0.44,Boundary
6805,0.06,0.38,0.50,Technoprogress
6806,-0.06,-0.25,0.63,Earth Spirit
6808,-0.38,-0.25,-0.06,Earth Spirit
6809,-0.13,0.19,0.19,Ecoscience
6812,0.25,0.13,0.31,Technoprogress
6813,-0.50,0.56,0.13,Ecoscience
6814,-0.25,0.25,0.81,Ecoscience
6815,-0.50,0.19,0.81,Ecoscience
6816,0.00,-0.38,-0.44,Boundary
6817,-0.44,0.00,-0.19,Boundary
6819,-0.50,0.06,0.25,Ecoscience
6820,-0.13,0.38,0.63,Ecoscience
6821,-0.25,0.19,0.44,Ecoscience
6822,-0.25,0.31,0.56,Ecoscience
6823,-0.13,0.06,0.63,Ecoscience
6840,-0.44,0.13,0.19,Ecoscience
6848,-0.13,0.00,0.00,Boundary
6850,-0.56,-0.50,0.13,Earth Spirit
6851,0.00,0.25,0.13,Boundary
6852,-0.44,0.13,0.31,Ecoscience
6853,-0.13,0.38,0.25,Ecoscience
6854,-0.13,0.06,0.19,Ecoscience
6855,-0.13,0.13,-0.50,Ecoscience
6856,-0.25,-0.25,-0.19,Earth Spirit
6857,-1.00,-0.50,0.00,Earth Spirit
6859,-0.38,0.06,0.31,Ecoscience
6860,-0.13,-0.06,0.19,Earth Spirit
6861,0.44,0.56,0.31,Technoprogress
6862,-0.13,0.50,0.88,Ecoscience
6863,-0.56,0.13,0.13,Ecoscience
6864,0.00,0.13,0.25,Boundary
6866,0.63,-0.25,0.44,Traditional Ways
6867,-0.31,0.31,0.25,Ecoscience
6868,-0.25,0.19,-0.31,Ecoscience
6870,-0.25,0.19,0.56,Ecoscience
6872,-0.38,0.13,-0.19,Ecoscience
6876,-0.19,-0.38,0.63,Earth Spirit
6877,-0.44,0.50,0.13,Ecoscience
6878,0.31,0.88,0.00,Technoprogress
6880,-0.69,-0.38,0.13,Earth Spirit
6881,-0.13,0.19,0.06,Ecoscience
6884,-0.81,0.19,0.25,Ecoscience
6885,-0.19,-0.13,0.19,Earth Spirit
6886,-0.31,0.38,-0.13,Ecoscience
6887,-0.25,0.19,0.56,Ecoscience
6888,0.00,0.19,-0.25,Boundary
6889,0.19,-0.31,0.44,Traditional Ways
6890,-0.13,0.13,-0.06,Ecoscience
6891,-0.56,-0.50,0.63,Earth Spirit
6892,-0.25,-0.25,0.31,Earth Spirit
6893,-0.13,-0.31,-0.06,Earth Spirit
6894,0.06,0.00,0.44,Boundary
6895,-0.75,-0.38,0.50,Earth Spirit
6896,-0.38,-0.06,0.06,Earth Spirit
6897,-0.44,-0.19,0.00,Earth Spirit
6898,-0.44,-0.38,-0.06,Earth Spirit
6899,-0.38,-0.25,0.44,Earth Spirit
6900,-0.44,-0.13,0.06,Earth Spirit
6901,-0.63,-0.50,-0.13,Earth Spirit
6902,0.06,0.50,0.06,Technoprogress
6903,-0.38,-0.19,0.31,Earth Spirit
6904,-0.88,-0.38,0.81,Earth Spirit
6905,-0.13,-0.38,0.19,Earth Spirit
6906,-0.31,-0.31,0.38,Earth Spirit
6907,-0.69,0.25,-0.13,Ecoscience
6908,-0.63,0.06,0.19,Ecoscience
6909,-0.38,-0.13,0.75,Earth Spirit
6910,-0.25,0.44,0.00,Ecoscience
6911,-0.63,0.06,0.19,Ecoscience
6912,-0.44,-0.38,-0.25,Earth Spirit
6915,-0.13,-0.25,-0.06,Earth Spirit
6916,0.25,0.19,0.56,Technoprogress
6917,-0.63,0.00,0.38,Boundary
6919,-0.25,0.69,0.13,Ecoscience
6920,-0.38,-0.50,-0.44,Earth Spirit
6922,0.94,0.75,-0.88,Technoprogress
6923,0.06,0.13,0.88,Technoprogress
6924,-0.38,0.06,0.63,Ecoscience
6926,-0.25,0.00,0.25,Boundary
6927,-0.31,0.25,0.44,Ecoscience
6928,-0.13,0.00,0.25,Boundary
6929,-0.69,0.13,0.69,Ecoscience
6931,-0.38,-0.25,-0.38,Earth Spirit
6932,-0.56,-0.13,0.38,Earth Spirit
6933,-0.19,-0.44,0.13,Earth Spirit
6934,-0.25,0.56,0.13,Ecoscience
6935,-0.50,-0.25,-0.13,Earth Spirit
6936,-0.31,0.00,0.06,Boundary
6937,-0.44,0.00,-0.50,Boundary
6938,0.13,0.06,-0.13,Technoprogress
6939,-0.06,0.25,-0.06,Ecoscience
6940,0.00,-0.25,-0.19,Boundary
6941,-0.50,-0.06,-0.06,Earth Spirit
6942,0.06,0.31,-0.06,Technoprogress
6943,-0.31,0.31,0.19,Ecoscience
6944,0.00,-0.06,-0.19,Boundary
6945,-0.44,0.13,0.13,Ecoscience
6946,-0.50,-0.06,0.00,Earth Spirit
6947,0.00,0.06,-0.25,Boundary
6948,-0.38,0.13,-0.19,Ecoscience
6949,-0.75,-0.31,0.38,Earth Spirit
6950,-0.44,0.31,-0.13,Ecoscience
6951,-0.50,-0.31,-0.19,Earth Spirit
6952,-0.06,-0.06,-0.19,Earth Spirit
6953,-0.19,-0.25,-0.13,Earth Spirit
6954,-0.50,0.38,0.31,Ecoscience
6955,-0.13,0.06,-0.31,Ecoscience
6956,0.13,-0.31,-0.38,Traditional Ways
6957,-0.50,-0.31,0.44,Earth Spirit
6958,-0.56,-0.31,-0.06,Earth Spirit
6959,-0.13,0.06,-0.06,Ecoscience
6960,0.00,-0.19,0.13,Boundary
6961,-0.25,-0.13,0.13,Earth Spirit
6962,-0.25,-0.25,-0.44,Earth Spirit
6964,-0.13,-0.31,0.75,Earth Spirit
6965,-0.56,-0.13,0.56,Earth Spirit
6976,0.06,0.25,0.50,Technoprogress
6977,-0.13,0.06,-0.06,Ecoscience
6978,0.06,0.00,-0.06,Boundary
6979,-0.06,0.13,0.50,Ecoscience
6980,0.00,-0.19,-0.38,Boundary
6981,-0.38,-0.19,0.63,Earth Spirit
6982,-0.50,-0.19,0.69,Earth Spirit
6983,0.00,0.00,0.56,Boundary
6984,-0.38,0.19,0.94,Ecoscience
6985,-0.06,-0.19,0.38,Earth Spirit
6986,-0.06,-0.06,0.44,Earth Spirit
6987,-0.25,-0.06,0.56,Earth Spirit
6988,-0.44,-0.31,-0.44,Earth Spirit
6989,-0.38,-0.69,0.13,Earth Spirit
6990,-0.31,0.13,0.50,Ecoscience
6992,-0.44,-0.69,0.81,Earth Spirit
6994,-0.13,0.63,0.50,Ecoscience
6995,-0.88,-0.31,-0.31,Earth Spirit
6996,-0.06,-0.13,-0.44,Earth Spirit
6997,-0.56,-0.44,0.31,Earth Spirit
6998,-0.25,0.06,0.13,Ecoscience
6999,-0.25,-0.06,-0.19,Earth Spirit
7000,-0.06,-0.25,-0.13,Earth Spirit
7002,-0.56,-0.13,0.63,Earth Spirit
7003,-0.31,0.25,0.56,Ecoscience
7004,-0.31,0.06,0.38,Ecoscience
7005,-0.25,0.19,0.06,Ecoscience
7006,-0.13,0.38,0.13,Ecoscience
7007,-0.50,-0.19,0.50,Earth Spirit
7008,-0.31,-0.44,-0.13,Earth Spirit
7009,0.31,0.06,0.44,Technoprogress
7010,-0.56,0.06,0.44,Ecoscience
7011,-0.25,0.06,-0.13,Ecoscience
7012,-0.13,-0.06,-0.19,Earth Spirit
7013,0.00,0.13,0.81,Boundary
7014,-0.44,-0.25,0.31,Earth Spirit
7015,-0.63,-0.50,0.44,Earth Spirit
7016,-0.44,0.13,0.06,Ecoscience
7017,-0.50,-0.38,0.13,Earth Spirit
7019,0.06,0.25,-0.06,Technoprogress
7020,0.06,0.31,-0.38,Technoprogress
7021,-0.25,-0.06,-0.31,Earth Spirit
7023,-0.31,-0.19,-0.25,Earth Spirit
7024,-0.31,0.25,-0.13,Ecoscience
7026,-0.38,-0.06,-0.06,Earth Spirit
7027,-0.50,-0.13,0.06,Earth Spirit
7028,-0.44,-0.19,0.50,Earth Spirit
7029,-0.31,-0.31,0.44,Earth Spirit
7030,-0.19,-0.38,0.63,Earth Spirit
7031,-0.50,-0.38,-0.25,Earth Spirit
7032,-0.31,-0.25,-0.63,Earth Spirit
7034,-0.19,0.19,-0.25,Ecoscience
7035,-0.19,0.00,-0.31,Boundary
7037,-0.19,0.31,-0.25,Ecoscience
7038,-0.25,-0.06,0.75,Earth Spirit
7039,-0.19,0.31,0.13,Ecoscience
7041,-0.25,0.25,0.13,Ecoscience
7042,-0.25,0.25,0.13,Ecoscience
7043,-0.31,0.31,0.19,Ecoscience
7044,-0.25,-0.25,0.06,Earth Spirit
7046,-0.25,0.19,0.31,Ecoscience
7051,-0.25,-0.69,-0.38,Earth Spirit
7054,-0.56,0.44,0.63,Ecoscience
7055,0.00,-0.13,-0.31,Boundary
7057,0.13,0.31,0.00,Technoprogress
7058,-0.25,0.56,0.13,Ecoscience
7061,-0.50,0.00,-0.13,Boundary
7062,-0.19,0.06,-0.06,Ecoscience
7064,-0.19,0.13,-0.06,Ecoscience
7066,-0.19,0.19,0.50,Ecoscience
7067,-0.06,-0.25,0.06,Earth Spirit
7072,-0.25,0.00,0.19,Boundary
7073,-0.25,-0.38,-0.38,Earth Spirit
7074,-0.31,-0.06,-0.44,Earth Spirit
7075,-0.06,-0.06,0.06,Earth Spirit
7076,-0.25,0.00,0.25,Boundary
7078,0.13,-0.38,-0.31,Traditional Ways
7079,-0.44,-0.44,0.56,Earth Spirit
7080,-0.06,0.50,0.06,Ecoscience
7081,-0.38,0.19,-0.19,Ecoscience
7082,0.31,-0.19,0.19,Traditional Ways
7083,-0.19,-0.19,0.50,Earth Spirit
7084,-0.19,0.06,0.13,Ecoscience
7085,-0.13,-0.50,0.25,Earth Spirit
7087,-0.69,-0.13,0.44,Earth Spirit
7088,0.06,0.00,0.00,Boundary
7090,-0.06,0.56,0.06,Ecoscience
7091,0.13,0.06,-0.19,Technoprogress
7092,-0.44,-0.38,-0.13,Earth Spirit
7093,-0.19,-0.25,-0.31,Earth Spirit
7094,-0.44,-0.25,-0.44,Earth Spirit
7096,-0.19,-0.44,-0.56,Earth Spirit
7097,-0.31,-0.19,-0.31,Earth Spirit
7098,0.06,0.25,0.50,Technoprogress
7099,-0.25,-0.31,0.13,Earth Spirit
7100,-0.38,-0.25,0.13,Earth Spirit
7101,-0.31,0.13,-0.19,Ecoscience
7103,-0.19,0.13,0.13,Ecoscience
7105,-0.38,-0.13,0.19,Earth Spirit
7107,-0.19,-0.56,0.88,Earth Spirit
7109,0.00,0.38,0.50,Boundary
7110,-0.44,0.13,0.19,Ecoscience
7111,-0.44,-0.69,0.38,Earth Spirit
7113,-0.06,0.38,0.00,Ecoscience
7114,-0.25,-0.19,0.00,Earth Spirit
7119,-0.13,0.06,-0.38,Ecoscience
7120,0.13,0.25,0.81,Technoprogress
7121,-0.69,-0.50,0.13,Earth Spirit
7122,-0.69,-0.25,0.38,Earth Spirit
7123,-0.13,0.00,0.06,Boundary
7124,-0.38,0.06,0.44,Ecoscience
7125,-0.56,0.06,-0.06,Ecoscience
7127,-0.44,0.00,1.00,Boundary
7128,-0.13,-0.13,-0.44,Earth Spirit
7129,-0.50,-0.31,0.06,Earth Spirit
7130,-0.31,0.19,-0.13,Ecoscience
7133,-0.13,-0.25,-0.06,Earth Spirit
7134,-0.25,0.00,0.00,Boundary
7136,-0.13,-0.06,0.88,Earth Spirit
7137,-0.13,0.50,0.13,Ecoscience
7138,-0.38,0.25,0.88,Ecoscience
7139,0.31,0.75,0.25,Technoprogress
7140,-0.13,0.44,-0.75,Ecoscience
7141,0.19,0.06,-0.13,Technoprogress
7145,0.19,0.00,-0.13,Boundary
7147,-0.44,0.13,0.75,Ecoscience
7148,-0.44,0.00,0.50,Boundary
7149,-0.38,-0.31,0.69,Earth Spirit
7150,-0.63,0.00,-0.13,Boundary
7151,0.31,-0.06,0.44,Traditional Ways
7152,0.00,0.19,0.00,Boundary
7153,-0.19,0.50,0.63,Ecoscience
7154,-0.56,-0.38,-0.50,Earth Spirit
7155,-0.69,-0.38,0.31,Earth Spirit
7157,-0.50,0.13,-0.06,Ecoscience
7161,-0.13,-0.06,-0.75,Earth Spirit
7167,-0.19,-0.13,0.63,Earth Spirit
7177,0.06,0.56,0.25,Technoprogress
7178,0.06,-0.06,-0.13,Traditional Ways
7179,0.13,-0.06,-0.19,Traditional Ways
7183,0.13,0.13,0.06,Technoprogress
7187,-0.06,0.00,-0.56,Boundary
7188,-0.19,-0.06,0.19,Earth Spirit
7189,-0.63,0.19,0.06,Ecoscience
7190,-0.63,0.06,0.13,Ecoscience
7193,-0.19,0.13,0.75,Ecoscience
7194,0.06,-0.44,0.75,Traditional Ways
7195,-0.19,-0.06,0.69,Earth Spirit
7196,-0.13,-0.19,0.19,Earth Spirit
7197,-0.38,-0.25,0.25,Earth Spirit
7198,0.13,0.31,0.50,Technoprogress
7199,-0.25,0.00,0.88,Boundary
7200,-0.13,-0.06,0.25,Earth Spirit
7201,-0.44,-0.31,0.69,Earth Spirit
7202,-0.13,0.13,0.69,Ecoscience
7203,-0.56,-0.44,0.63,Earth Spirit
7204,-0.06,-0.38,0.00,Earth Spirit
7205,-0.25,-0.38,-0.63,Earth Spirit
7206,-0.19,-0.69,0.88,Earth Spirit
7207,-0.38,-0.19,0.81,Earth Spirit
7208,-0.38,-0.06,-0.06,Earth Spirit
7209,0.13,0.06,0.50,Technoprogress
7210,-0.19,0.19,-0.31,Ecoscience
7211,-0.75,-0.13,0.38,Earth Spirit
7212,-0.38,0.13,0.31,Ecoscience
7213,-0.44,0.19,0.19,Ecoscience
7214,-0.25,-0.06,0.88,Earth Spirit
7215,-0.31,-0.31,-0.38,Earth Spirit
7216,-0.19,0.56,0.50,Ecoscience
7217,-0.31,-0.06,-0.19,Earth Spirit
7218,-0.31,0.25,0.50,Ecoscience
7219,-0.31,-0.19,-0.31,Earth Spirit
7220,-0.44,-0.19,-0.44,Earth Spirit
7221,-0.19,0.06,-0.13,Ecoscience
7224,-0.13,-0.31,0.25,Earth Spirit
7225,0.06,-0.38,-0.31,Traditional Ways
7226,-0.31,-0.25,-0.13,Earth Spirit
7227,-0.63,0.13,-0.19,Ecoscience
7228,0.19,-0.13,0.31,Traditional Ways
7229,-0.19,-0.25,-0.56,Earth Spirit
7230,-0.63,-0.06,0.25,Earth Spirit
7232,-0.13,0.06,-0.25,Ecoscience
7233,0.31,0.00,0.13,Boundary
7234,0.00,-0.06,0.06,Boundary
7235,0.06,0.00,-0.19,Boundary
7236,0.00,0.00,0.00,Boundary
7237,-0.31,-0.19,0.19,Earth Spirit
7238,-1.00,-1.00,-1.00,Earth Spirit
7239,0.06,-0.13,0.56,Traditional Ways
7240,0.13,-0.19,0.00,Traditional Ways
7243,0.25,-0.13,0.25,Traditional Ways
7246,-0.50,-0.19,-0.81,Earth Spirit
7247,-0.25,-0.06,-0.38,Earth Spirit
7251,-0.56,-0.19,0.31,Earth Spirit
7252,0.06,-0.06,0.69,Traditional Ways
7253,-0.25,-0.31,0.13,Earth Spirit
7255,-0.38,-0.38,0.25,Earth Spirit
7256,-0.06,0.25,-0.25,Ecoscience
7257,0.25,0.44,0.00,Technoprogress
7259,0.31,0.13,0.00,Technoprogress
7261,-0.25,0.13,-0.06,Ecoscience
7264,-0.19,0.38,-0.13,Ecoscience
7266,-0.13,0.13,0.19,Ecoscience
7267,-0.19,-0.19,-0.25,Earth Spirit
7269,-0.13,0.06,0.56,Ecoscience
7271,-0.31,0.19,0.00,Ecoscience
7272,-0.06,-0.25,0.38,Earth Spirit
7273,-0.50,0.00,0.00,Boundary
7274,-0.38,-0.19,-0.38,Earth Spirit
7275,-0.06,0.13,-0.31,Ecoscience
7276,-0.38,-0.06,0.19,Earth Spirit
7277,-0.50,0.06,-0.06,Ecoscience
7278,-0.31,0.19,0.69,Ecoscience
7279,-0.13,-0.31,0.69,Earth Spirit
7280,-0.25,0.31,0.63,Ecoscience
7282,0.00,0.06,0.44,Boundary
7283,0.06,-0.38,-0.06,Traditional Ways
7284,-0.25,-0.13,0.25,Earth Spirit
7286,-0.19,0.13,-0.13,Ecoscience
7291,-0.25,-0.13,0.25,Earth Spirit
7292,-0.56,-0.56,-0.38,Earth Spirit
7293,-0.44,0.06,0.69,Ecoscience
7294,-0.13,-0.06,-0.63,Earth Spirit
7295,-0.06,-0.19,-0.19,Earth Spirit
7296,0.31,0.44,0.56,Technoprogress
7299,-0.13,-0.13,-0.13,Earth Spirit
7302,-0.38,0.75,-0.13,Ecoscience
7303,0.00,0.13,0.75,Boundary
7307,-0.56,-0.38,-0.69,Earth Spirit
7309,0.00,-0.06,-0.06,Boundary
7310,-0.69,0.00,0.50,Boundary
7312,-0.50,-0.19,0.00,Earth Spirit
7313,-0.19,-0.38,0.94,Earth Spirit
7317,-0.50,-0.25,0.31,Earth Spirit
7318,-0.19,-0.38,0.50,Earth Spirit
7320,-0.06,0.19,-0.31,Ecoscience
7322,-0.13,-0.06,0.31,Earth Spirit
7323,-0.38,0.25,0.25,Ecoscience
7324,-0.31,0.06,-0.06,Ecoscience
7325,-0.06,-0.25,0.94,Earth Spirit
7326,0.13,0.63,-0.44,Technoprogress
7328,0.13,0.19,0.44,Technoprogress
7330,-0.31,-0.13,-0.44,Earth Spirit
7331,0.00,0.25,0.56,Boundary
7332,-0.31,0.19,0.25,Ecoscience
7334,0.00,0.25,0.25,Boundary
7335,-0.50,0.13,0.31,Ecoscience
7336,0.13,0.31,0.63,Technoprogress
7337,0.06,0.50,0.69,Technoprogress
7338,-0.50,-0.31,0.56,Earth Spirit
7339,0.31,0.75,-0.44,Technoprogress
7340,0.06,0.44,0.38,Technoprogress
7341,0.06,0.50,0.31,Technoprogress
7342,0.06,0.13,0.44,Technoprogress
7344,-0.31,-0.19,-0.44,Earth Spirit
7345,-0.44,-0.06,-0.06,Earth Spirit
7347,-0.81,-0.44,0.81,Earth Spirit
7348,-0.69,-0.13,0.25,Earth Spirit
7351,-0.38,-0.13,-0.13,Earth Spirit
7352,-0.63,0.00,-0.06,Boundary
7354,0.19,0.69,0.38,Technoprogress
7355,0.00,0.19,0.13,Boundary
7357,-0.31,0.06,0.38,Ecoscience
7358,-0.38,-0.13,0.00,Earth Spirit
7359,-0.56,-0.44,-0.25,Earth Spirit
7361,-0.31,-0.44,0.00,Earth Spirit
7363,-0.19,0.31,0.31,Ecoscience
7364,-0.19,-0.31,0.06,Earth Spirit
7366,-0.31,-0.31,0.81,Earth Spirit
7368,-0.56,-0.56,0.31,Earth Spirit
7369,-0.44,-0.06,0.63,Earth Spirit
7370,-1.00,-0.69,-0.19,Earth Spirit
7377,-0.63,-0.13,0.56,Earth Spirit
7381,-0.25,0.25,0.31,Ecoscience
7384,-0.38,-0.31,0.13,Earth Spirit
7386,-0.25,-0.06,0.13,Earth Spirit
7387,-0.13,0.13,0.00,Ecoscience
7388,-0.06,-0.19,-0.31,Earth Spirit
7389,-0.44,0.00,-0.13,Boundary
7391,0.13,0.06,-0.38,Technoprogress
7392,-0.25,-0.31,-0.38,Earth Spirit
7393,-0.50,-0.25,0.88,Earth Spirit
7394,0.00,-0.06,0.06,Boundary
7395,0.00,-0.44,0.13,Boundary
7396,-0.13,0.13,0.00,Ecoscience
7398,0.00,0.13,-0.19,Boundary
7400,-0.50,-0.19,0.00,Earth Spirit
7401,-0.31,-0.19,0.06,Earth Spirit
7402,-0.25,0.44,0.63,Ecoscience
7404,-0.50,-0.75,0.81,Earth Spirit
7407,0.19,-0.50,0.25,Traditional Ways
7408,-0.50,-0.31,0.00,Earth Spirit
7410,-0.19,-0.19,0.19,Earth Spirit
7411,-0.31,-0.38,-0.50,Earth Spirit
7412,-0.06,0.31,0.50,Ecoscience
7413,0.13,0.06,0.06,Technoprogress
7416,-0.56,-0.38,0.63,Earth Spirit
7422,-0.13,0.06,-0.31,Ecoscience
7423,-0.81,-0.50,0.31,Earth Spirit
7424,-0.31,0.19,-0.06,Ecoscience
7425,-0.63,0.25,0.88,Ecoscience
7426,-0.31,0.13,0.63,Ecoscience
7427,0.06,0.13,0.06,Technoprogress
7432,0.06,0.13,0.25,Technoprogress
7437,-0.13,-0.31,0.63,Earth Spirit
7438,-0.50,0.06,-0.31,Ecoscience
7440,0.00,-0.31,0.06,Boundary
7441,-0.56,0.06,0.13,Ecoscience
7448,-0.06,-0.06,0.13,Earth Spirit
7452,-0.13,0.06,0.13,Ecoscience
7453,-0.44,-0.25,-0.25,Earth Spirit
7455,-0.69,0.19,-0.13,Ecoscience
7458,0.13,0.31,-0.25,Technoprogress
7459,-0.19,0.19,-0.31,Ecoscience
7461,-0.50,-0.06,0.50,Earth Spirit
7462,-0.25,-0.06,0.06,Earth Spirit
7463,-0.06,-0.06,-0.50,Earth Spirit
7464,0.00,-0.25,0.25,Boundary
7466,-0.25,-0.06,-0.13,Earth Spirit
7467,-0.56,-0.06,0.06,Earth Spirit
7468,-0.56,0.06,0.44,Ecoscience
7469,-0.44,0.00,-0.38,Boundary
7470,-0.38,0.81,0.19,Ecoscience
7471,0.00,-0.06,0.00,Boundary
7472,-0.44,-0.31,0.19,Earth Spirit
7473,0.00,0.38,0.06,Boundary
7474,-0.44,-0.31,0.19,Earth Spirit
7477,-0.38,0.88,0.25,Ecoscience
7480,0.31,-0.13,-0.19,Traditional Ways
7483,-0.13,-0.25,-0.38,Earth Spirit
7485,-0.06,0.06,0.56,Ecoscience
7487,-0.44,-0.38,0.00,Earth Spirit
7489,0.06,0.25,0.69,Technoprogress
7492,-0.19,-0.50,-0.44,Earth Spirit
7498,0.00,0.00,0.63,Boundary
7500,-0.38,-0.13,0.00,Earth Spirit
7501,-0.81,-0.25,-0.19,Earth Spirit
7503,0.06,-0.19,0.63,Traditional Ways
7507,-1.00,0.44,0.31,Ecoscience
7508,-0.56,0.25,-0.13,Ecoscience
7509,-0.25,0.00,0.19,Boundary
7511,-0.56,0.00,-0.44,Boundary
7512,-0.19,-0.06,0.13,Earth Spirit
7513,-0.69,-0.38,-0.06,Earth Spirit
7514,-0.19,0.00,0.19,Boundary
7515,-0.31,0.13,0.00,Ecoscience
7516,-0.25,0.13,-0.38,Ecoscience
7517,-0.19,0.00,-0.13,Boundary
7518,0.00,0.31,-0.19,Boundary
7519,-0.25,0.00,-0.19,Boundary
7521,-0.19,-0.44,0.69,Earth Spirit
7523,-0.19,-0.19,-0.06,Earth Spirit
7524,-0.31,-0.19,-0.13,Earth Spirit
7525,-0.38,-0.19,-0.06,Earth Spirit
